"ClientAccountID","CurrencyPrimary","AssetClass","Symbol","UnderlyingSymbol","Multiplier","Put/Call","TradeID","OrderID","Date/Time","SettleDate","Buy/Sell","Quantity","Price","Proceeds","NetCash","Commission","BrokerExecutionCommission","BrokerClearingCommission","ThirdPartyExecutionCommission","ThirdPartyClearingCommission","ThirdPartyRegulatoryCommission","OtherCommission","Code","ListingExchange"
"U15783989","USD","STK","SPY","SPY","1","","8200939421","4392383919","20250915;130048","20250916","BUY","40","660.03","-26401.2","-26401.49513725","-0.29513725","-0.35","0","0.064","-0.008","-0.00113725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8201174005","4392527390","20250915;132938","20250916","BUY","40","659.855","-26394.2","-26394.55913725","-0.35913725","-0.35","0","0","-0.008","-0.00113725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8205599905","4395360663","20250916;101028","20250917","BUY","30","659.8","-19794","-19794.30891725","-0.30891725","-0.35","0","0.048","-0.006","-0.00091725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8205925633","4395565683","20250916;102622","20250917","BUY","30","660.01","-19800.3","-19800.60891725","-0.30891725","-0.35","0","0.048","-0.006","-0.00091725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8206453633","4395890450","20250916;110030","20250917","BUY","30","659.73","-19791.9","-19792.20891725","-0.30891725","-0.35","0","0.048","-0.006","-0.00091725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8206494640","4395915701","20250916;110321","20250917","BUY","8","659.4","-5275.2","-5275.53923325","-0.33923325","-0.35","0","0.0128","-0.0016","-0.00043325","0","C;P","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8206494648","4395915701","20250916;110321","20250917","BUY","22","659.4","-14506.8","-14506.769684","0.030316","0","0","0.0352","-0.0044","-0.000484","0","C;P","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8206586071","4395970176","20250916;111000","20250917","BUY","20","659.958","-13199.16","-13199.51469725","-0.35469725","-0.35","0","0","-0.004","-0.00069725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8206880560","4396150605","20250916;113339","20250917","BUY","20","659.5","-13190","-13190.32269725","-0.32269725","-0.35","0","0.032","-0.004","-0.00069725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8211097466","4398777990","20250917;094020","20250918","BUY","30","660.05","-19801.5","-19801.80891725","-0.30891725","-0.35","0","0.048","-0.006","-0.00091725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8211270594","4398893297","20250917;094502","20250918","BUY","30","659.69","-19790.7","-19791.00891725","-0.30891725","-0.35","0","0.048","-0.006","-0.00091725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8211511995","4399048474","20250917;095458","20250918","BUY","30","660.27","-19808.1","-19808.40891725","-0.30891725","-0.35","0","0.048","-0.006","-0.00091725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8211545908","4399071050","20250917;095719","20250918","BUY","30","659.98","-19799.4","-19799.70891725","-0.30891725","-0.35","0","0.048","-0.006","-0.00091725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8211687658","4399162287","20250917;100225","20250918","BUY","30","659.59","-19787.7","-19788.00891725","-0.30891725","-0.35","0","0.048","-0.006","-0.00091725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8212436732","4399626410","20250917;104553","20250918","BUY","30","659.09","-19772.7","-19773.00891725","-0.30891725","-0.35","0","0.048","-0.006","-0.00091725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8212570188","4399706517","20250917;105622","20250918","BUY","30","659.39","-19781.7","-19782.00891725","-0.30891725","-0.35","0","0.048","-0.006","-0.00091725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8212958608","4399936517","20250917;112816","20250918","BUY","30","658.95","-19768.5","-19768.80891725","-0.30891725","-0.35","0","0.048","-0.006","-0.00091725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8213571137","4400321879","20250917;123429","20250918","BUY","30","658.7","-19761","-19761.30891725","-0.30891725","-0.35","0","0.048","-0.006","-0.00091725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8214206678","4400736294","20250917;135934","20250918","BUY","30","659.46","-19783.8","-19784.15691725","-0.35691725","-0.35","0","0","-0.006","-0.00091725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8214364055","4400835760","20250917;140449","20250918","BUY","20","661.2593","-13225.186","-13225.54069725","-0.35469725","-0.35","0","0","-0.004","-0.00069725","0","IA;O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8214473161","4400899674","20250917;140955","20250918","BUY","20","660.24","-13204.8","-13205.12269725","-0.32269725","-0.35","0","0.032","-0.004","-0.00069725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8219536241","4404066652","20250918;100931","20250919","BUY","20","663.415","-13268.3","-13268.65469725","-0.35469725","-0.35","0","0","-0.004","-0.00069725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8220326155","4404550820","20250918;104407","20250919","BUY","20","663.65","-13273","-13273.32269725","-0.32269725","-0.35","0","0.032","-0.004","-0.00069725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8220873334","4404885044","20250918;111712","20250919","BUY","20","663.308","-13266.16","-13266.51469725","-0.35469725","-0.35","0","0","-0.004","-0.00069725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8221432152","4405237498","20250918;115948","20250919","BUY","20","662.61","-13252.2","-13252.55469725","-0.35469725","-0.35","0","0","-0.004","-0.00069725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8163693437","4369057487","20250908;100736","20250909","SELL","-20","648.56","12971.2","12970.87398275","-0.32601725","-0.35","0","0.032","-0.004","-0.00401725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8164100346","4369312394","20250908;102738","20250909","SELL","-20","648.72","12974.4","12974.07398275","-0.32601725","-0.35","0","0.032","-0.004","-0.00401725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8164980077","4369861869","20250908;112524","20250909","SELL","-20","649.49","12989.8","12989.47398275","-0.32601725","-0.35","0","0.032","-0.004","-0.00401725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8165020316","4369885687","20250908;112910","20250909","SELL","-80","649.75","51980","51979.74670275","-0.25329725","-0.35","0","0.128","-0.016","-0.01529725","0","C;P","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8165020364","4369885687","20250908;112910","20250909","SELL","-20","649.75","12995","12995.02424","0.02424","0","0","0.032","-0.004","-0.00376","0","O;P","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8165426146","4370129337","20250908;120647","20250909","SELL","-20","648.782","12975.64","12975.28188275","-0.35811725","-0.35","0","0","-0.004","-0.00411725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8170229379","4373156683","20250909;101029","20250910","SELL","-19","649.4","12338.6","12338.27277075","-0.32722925","-0.35","0","0.0304","-0.0038","-0.00382925","0","O;P","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8170229409","4373156683","20250909;101029","20250910","SELL","-11","649.4","7143.4","7143.413332","0.013332","0","0","0.0176","-0.0022","-0.002068","0","O;P","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8170667970","4373431567","20250909;103433","20250910","SELL","-10","647.871","6478.71","6478.35586275","-0.35413725","-0.35","0","0","-0.002","-0.00213725","0","C;P","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8170668875","4373431567","20250909;103433","20250910","SELL","-20","647.87","12957.4","12957.33224","-0.06776","0","0","-0.06","-0.004","-0.00376","0","C;P","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8170700339","4373452265","20250909;103547","20250910","SELL","-30","647.482","19424.46","19424.09795275","-0.36204725","-0.35","0","0","-0.006","-0.00604725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8170779550","4373502726","20250909;103938","20250910","SELL","-70","647.635","45334.45","45334.07223275","-0.37776725","-0.35","0","0","-0.014","-0.01376725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8170972616","4373620623","20250909;105252","20250910","SELL","-30","648.2","19446","19445.68610275","-0.31389725","-0.35","0","0.048","-0.006","-0.00589725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8178076431","4378095962","20250910;110906","20250911","SELL","-40","653.195","26127.8","26127.43402275","-0.36597725","-0.35","0","0","-0.008","-0.00797725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8178932135","4378623939","20250910;121951","20250911","SELL","-30","653.042","19591.26","19590.89795275","-0.36204725","-0.35","0","0","-0.006","-0.00604725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8190989831","4386196516","20250912;101754","20250915","SELL","-30","657.78","19733.4","19733.08610275","-0.31389725","-0.35","0","0.048","-0.006","-0.00589725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8192056572","4386878789","20250912;112151","20250915","SELL","-30","657.8012","19734.036","19733.67410275","-0.36189725","-0.35","0","0","-0.006","-0.00589725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8192429805","4387115147","20250912;115517","20250915","SELL","-60","657.5","39450","39449.72246275","-0.27753725","-0.35","0","0.096","-0.012","-0.01153725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8192582158","4387210628","20250912;121014","20250915","SELL","-40","657.73","26309.2","26308.89822275","-0.30177725","-0.35","0","0.064","-0.008","-0.00777725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8192683952","4387277597","20250912;121632","20250915","SELL","-50","657.93","32896.5","32896.21034275","-0.28965725","-0.35","0","0.08","-0.01","-0.00965725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8198474615","4390807510","20250915;101010","20250916","SELL","-30","660.165","19804.95","19804.58810275","-0.36189725","-0.35","0","0","-0.006","-0.00589725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8198559465","4390859562","20250915;101336","20250916","SELL","-30","660","19800","19799.54810275","-0.45189725","-0.35","0","-0.09","-0.006","-0.00589725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8198813908","4391023138","20250915;102555","20250916","SELL","-30","660.47","19814.1","19813.78610275","-0.31389725","-0.35","0","0.048","-0.006","-0.00589725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8198886955","4391070234","20250915;102913","20250916","SELL","-27","660.7","17838.9","17838.58246675","-0.31753325","-0.35","0","0.0432","-0.0054","-0.00533325","0","O;P","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8198886979","4391070234","20250915;102913","20250916","SELL","-73","660.7","48231.1","48231.188476","0.088476","0","0","0.1168","-0.0146","-0.013724","0","O;P","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8199215482","4391280211","20250915;104715","20250916","SELL","-30","660.95","19828.5","19828.18610275","-0.31389725","-0.35","0","0.048","-0.006","-0.00589725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8205056043","4395004194","20250916;094940","20250917","SELL","-30","660.92","19827.6","19827.28610275","-0.31389725","-0.35","0","0.048","-0.006","-0.00589725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8205727231","4395441050","20250916;101550","20250917","SELL","-30","660.2","19806","19805.68610275","-0.31389725","-0.35","0","0.048","-0.006","-0.00589725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8206037574","4395634688","20250916;103233","20250917","SELL","-30","659.832","19794.96","19794.59810275","-0.36189725","-0.35","0","0","-0.006","-0.00589725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8206094373","4395670499","20250916;103647","20250917","SELL","-30","660.2","19806","19805.68610275","-0.31389725","-0.35","0","0.048","-0.006","-0.00589725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8207592677","4396606434","20250916;124121","20250917","SELL","-40","659.7507","26390.028","26389.66222275","-0.36577725","-0.35","0","0","-0.008","-0.00777725","0","C;IA","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8211314330","4398920460","20250917;094722","20250918","SELL","-30","659.98","19799.4","19799.08610275","-0.31389725","-0.35","0","0.048","-0.006","-0.00589725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8211407826","4398981670","20250917;095030","20250918","SELL","-30","660.35","19810.5","19810.18610275","-0.31389725","-0.35","0","0.048","-0.006","-0.00589725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8211462795","4399016639","20250917;095252","20250918","SELL","-30","660.5","19815","19814.68610275","-0.31389725","-0.35","0","0.048","-0.006","-0.00589725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8211762216","4399209581","20250917;100639","20250918","SELL","-60","659.3","39558","39557.62646275","-0.37353725","-0.35","0","0","-0.012","-0.01153725","0","C;D","ARCA"
